ticker,roachange
LAZB,Significant Decrease
LAZR,Significant Decrease
LAZY,Significant Decrease
LB,Moderate Increase
LBAI,Slight Decrease
LBBB,Slight Decrease
LBC,Slight Decrease
LBCI,Stable
LBCP,Stable
LBF,Slight Decrease
LBFC,Significant Decrease
LBFI,Slight Decrease
LBI,Moderate Increase
LBIO,Significant Decrease
LBMH,Moderate Decrease
LBN,Significant Decrease
LBNA,Slight Decrease
LBOR,Significant Increase
LBP,Significant Decrease
LBPH,Significant Decrease
LBRDA,Stable
LBRT,Significant Increase
LBTYA,Stable
LBUR,Moderate Decrease
LBY,Slight Decrease
LC,Slight Decrease
LCA,Significant Increase
LCAP,Slight Decrease
LCAR,Significant Increase
LCAV,Moderate Increase
LCBM,Slight Decrease
LCC,Moderate Increase
LCCC,Slight Decrease
LCCI,Moderate Increase
LCCO,Slight Decrease
LCE,Slight Increase
LCFS,Moderate Decrease
LCGI,Moderate Increase
LCI,Slight Decrease
LCID,Moderate Decrease
LCII,Significant Decrease
LCLD,Significant Decrease
LCNB,Slight Decrease
LCO,Significant Decrease
LCON,Significant Increase
LCOR,Moderate Increase
LCOS,Moderate Increase
LCP,Moderate Decrease
LCR,Slight Decrease
LCRD,Slight Decrease
LCRY,Significant Increase
LCSF,Moderate Increase
LCSI,Slight Decrease
LCTE,Significant Increase
LCTX,Moderate Increase
LCUT,Slight Decrease
LD,Significant Increase
LDAKA,Significant Decrease
LDAL,Significant Decrease
LDBC,Moderate Decrease
LDCL,Significant Increase
LDCO,Significant Increase
LDDS,Moderate Decrease
LDDSA,Moderate Decrease
LDG,Slight Increase
LDGX,Moderate Increase
LDI,Stable
LDIC,Stable
LDIG,Significant Increase
LDII,Significant Increase
LDIS,Significant Decrease
LDL,Moderate Increase
LDMK,Slight Decrease
LDN,Moderate Increase
LDOS,Stable
LDP,Stable
LDR,Stable
LDRH,Moderate Decrease
LDRY,Moderate Decrease
LDSH,Moderate Increase
LDY,Slight Increase
LDYN,Significant Increase
LE,Stable
LEA,Slight Increase
LEAD,Moderate Decrease
LEAF,Significant Increase
LEAK,Significant Increase
LEAP,Moderate Decrease
LEBC,Stable
LECH,Significant Decrease
LECO,Slight Decrease
LED,Moderate Increase
LEDA,Significant Decrease
LEDR,Moderate Increase
LEDS,Slight Decrease
LEE,Slight Decrease
LEFX,Significant Decrease
LEG,Moderate Decrease
LEGC,Stable
LEGG,Significant Increase
LEGH,Slight Decrease
LEGL,Significant Decrease
LEH,Slight Decrease
LEI,Significant Decrease
LEIX,Significant Decrease
LEN,Moderate Decrease
LENC,Moderate Increase
LEND,Moderate Decrease
LENS,Moderate Increase
LENZ,Significant Decrease
LEOS,Slight Decrease
LEPI,Significant Decrease
LERN,Significant Decrease
LERY,Slight Decrease
LES,Slight Decrease
LESL,Significant Decrease
LEU,Stable
LEV,Significant Decrease
LEVI,Moderate Decrease
LEVL,Stable
LEVN,Moderate Increase
LEW,Stable
LEXD,Significant Decrease
LEXEA,Stable
LEXG,Significant Decrease
LEXI,Moderate Decrease
LEXP,Moderate Increase
LEXR,Significant Increase
LEXT,Significant Decrease
LEYS,Moderate Increase
LF,Significant Decrease
LFA,Significant Decrease
LFAC,Slight Decrease
LFAY,Moderate Decrease
LFB,Stable
LFBK,Slight Decrease
LFBR,Moderate Increase
LFC,Significant Increase
LFCO,Moderate Increase
LFCT,Slight Decrease
LFE,Stable
LFED,Slight Decrease
LFG,Significant Increase
LFGR,Moderate Increase
LFI,Slight Increase
LFIN,Slight Decrease
LFLY,Moderate Decrease
LFMD,Significant Increase
LFMI,Significant Increase
LFMN,Significant Increase
LFP,Slight Decrease
LFSC,Significant Decrease
LFST,Moderate Increase
LFT,Slight Increase
LFTM,Moderate Decrease
LFUS,Moderate Decrease
LFVN,Moderate Increase
LG,Slight Decrease
LGAM,Slight Increase
LGBT,Moderate Decrease
LGC,Slight Decrease
LGE,Slight Decrease
LGIH,Significant Decrease
LGL,Slight Increase
LGMK,Moderate Decrease
LGN,Moderate Decrease
LGNA,Moderate Increase
LGND,Slight Decrease
LGNDA,Significant Decrease
LGNT,Slight Decrease
LGS,Moderate Decrease
LGTK,Slight Decrease
LGTO,Significant Increase
LGTY,Moderate Decrease
LGUM,Stable
LGVN,Significant Decrease
LGW,Slight Decrease
LGWX,Significant Increase
LH,Moderate Decrease
LHCG,Moderate Decrease
LHDX,Significant Decrease
LHMS,Moderate Increase
LHP,Slight Decrease
LHRT,Significant Increase
LHSG,Moderate Decrease
LHX,Stable
LI,Stable
LIA,Slight Decrease
LIBB,Stable
LIBC,Stable
LIBH,Significant Decrease
LIBHA,Moderate Increase
LIBN,Slight Decrease
LIBT,Significant Decrease
LICB,Stable
LICIA,Moderate Increase
LIDA,Slight Increase
LIDR,Moderate Decrease
LIEB,Moderate Decrease
LIF,Stable
LIFB,Stable
LIFC,Moderate Decrease
LIFE,Moderate Increase
LIFF,Moderate Decrease
LIFT,Moderate Increase
LIG,Slight Decrease
LIGH,Slight Increase
LII,Moderate Increase
LIL,Stable
LILY,Slight Decrease
LIMC,Moderate Decrease
LIMT,Slight Decrease
LIN,Slight Decrease
LINB,Moderate Increase
LINC,Slight Decrease
LINCA,Significant Decrease
LIND,Moderate Increase
LINE,Moderate Decrease
LINK,Moderate Increase
LINM,Significant Decrease
LINN,Moderate Increase
LINR,Significant Increase
LINTA,Stable
LINZ,Moderate Increase
LIO,Significant Decrease
LION,Slight Decrease
LIOX,Slight Decrease
LIPD,Significant Decrease
LIPE,Slight Decrease
LIPO,Significant Decrease
LIPP,Moderate Decrease
LIQB,Significant Decrease
LIQD,Slight Decrease
LIQT,Moderate Increase
LISB,Stable
LIT,Moderate Increase
LITE,Moderate Decrease
LIV,Significant Increase
LIVE,Moderate Decrease
LIVX,Moderate Increase
LIWA,Moderate Decrease
LIXT,Slight Decrease
LIZ,Stable
LIZC,Stable
LJ,Stable
LJC,Slight Decrease
LJLB,Significant Increase
LJPC,Significant Decrease
LK,Moderate Increase
LKFN,Slight Decrease
LKI,Slight Decrease
LKK,Significant Decrease
LKQ,Stable
LKQX,Stable
LKS,Moderate Increase
LKSD,Moderate Decrease
LKST,Slight Decrease
LL,Significant Decrease
LLA,Slight Decrease
LLAS,Moderate Decrease
LLB,Significant Increase
LLE,Significant Increase
LLEN,Moderate Increase
LLEX,Significant Decrease
LLL,Stable
LLNW,Slight Decrease
LLOE,Moderate Decrease
LLSI,Stable
LLSL,Slight Decrease
LLTC,Slight Decrease
LLX,Moderate Increase
LLY,Slight Decrease
LM,Slight Increase
LMAN,Slight Increase
LMAR,Significant Increase
LMAT,Slight Decrease
LMB,Moderate Increase
LMBC,Slight Decrease
LMCA,Moderate Decrease
LMED,Moderate Decrease
LMET,Significant Decrease
LMFA,Moderate Increase
LMFC,Slight Increase
LMIA,Slight Decrease
LMK,Slight Decrease
LMND,Moderate Increase
LMNR,Moderate Decrease
LMNT,Moderate Decrease
LMNX,Moderate Increase
LMOS,Stable
LMPX,Significant Increase
LMR,Moderate Increase
LMRA,Significant Decrease
LMRK,Slight Increase
LMS,Moderate Decrease
LMST,Stable
LMT,Slight Decrease
LMTR,Slight Increase
LNBB,Stable
LNBC,Stable
LNC,Slight Decrease
LNCB,Stable
LNCC,Moderate Decrease
LNCE,Moderate Increase
LNCO,Significant Decrease
LNCR,Slight Decrease
LNCT,Significant Decrease
LNDB,Stable
LNDC,Slight Decrease
LNDK,Significant Decrease
LNDL,Significant Decrease
LNET,Slight Decrease
LNF,Moderate Increase
LNG,Significant Increase
LNKB,Slight Decrease
LNKD,Moderate Increase
LNN,Slight Decrease
LNO,Stable
LNR,Moderate Decrease
LNSR,Significant Increase
LNT,Slight Decrease
LNTE,Significant Increase
LNTH,Significant Decrease
LNTV,Moderate Increase
LNTY,Moderate Decrease
LNUX,Moderate Decrease
LNW,Moderate Increase
LNX,Moderate Increase
LNY,Slight Decrease
LO,Moderate Increase
LOAN,Stable
LOAX,Slight Decrease
LOB,Slight Decrease
LOC,Stable
LOCK,Stable
LOCL,Significant Increase
LOCM,Moderate Decrease
LOCO,Slight Increase
LODE,Moderate Decrease
LODG,Slight Decrease
LOEH,Slight Decrease
LOEW,Slight Increase
LOF,Slight Decrease
LOG,Moderate Increase
LOGC,Moderate Increase
LOGE,Significant Increase
LOGI,Stable
LOGM,Stable
LOGN,Slight Decrease
LOH,Moderate Increase
LOHO,Moderate Increase
LOIS,Moderate Increase
LOJN,Moderate Increase
LOK,Moderate Increase
LOL,Moderate Increase
LOM,Moderate Decrease
LOMK,Moderate Increase
LOND,Slight Increase
LONE,Significant Decrease
LONG,Significant Increase
LOOK,Significant Increase
LOOM,Moderate Decrease
LOOP,Moderate Increase
LOPE,Moderate Increase
LOR,Stable
LORL,Moderate Decrease
LORX,Significant Increase
LOTO,Moderate Increase
LOTS,Significant Decrease
LOU,Slight Decrease
LOUD,Moderate Decrease
LOV,Significant Increase
LOVE,Slight Decrease
LOW,Stable
LOWE,Slight Decrease
LOXO,Significant Increase
LOYC,Slight Decrease
LP,Slight Decrease
LPA,Slight Decrease
LPAC,Moderate Decrease
LPCN,Significant Decrease
LPDX,Slight Decrease
LPET,Moderate Increase
LPF,Slight Decrease
LPG,Slight Decrease
LPH,Significant Decrease
LPHI,Significant Increase
LPI,Moderate Increase
LPLA,Moderate Increase
LPLI,Stable
LPNT,Slight Decrease
LPR,Moderate Decrease
LPRO,Significant Decrease
LPS,Slight Decrease
LPSB,Stable
LPSN,Moderate Increase
LPT,Moderate Decrease
LPTH,Slight Decrease
LPTHA,Significant Increase
LPTN,Significant Increase
LPTV,Significant Decrease
LPTX,Significant Decrease
LPWR,Significant Increase
LPX,Significant Decrease
LQ,Stable
LQDA,Slight Decrease
LQDT,Stable
LQI,Slight Decrease
LQM,Slight Increase
LQMD,Significant Increase
LQMT,Moderate Increase
LR,Significant Decrease
LRAD,Moderate Increase
LRC,Significant Decrease
LRCI,Significant Decrease
LRCX,Significant Decrease
LRE,Slight Decrease
LRES,Stable
LRI,Slight Decrease
LRM,Moderate Decrease
LRMR,Significant Increase
LRN,Moderate Increase
LRNG,Moderate Increase
LRNS,Significant Increase
LROD,Significant Decrease
LROY,Moderate Decrease
LRSI,Significant Decrease
LRW,Slight Decrease
LSAK,Moderate Increase
LSB,Slight Decrease
LSBC,Significant Decrease
LSBG,Stable
LSBI,Slight Decrease
LSBK,Stable
LSBX,Stable
LSC,Moderate Increase
LSCC,Moderate Increase
LSCO,Significant Decrease
LSCP,Significant Decrease
LSEA,Moderate Decrease
LSF,Moderate Decrease
LSGA,Significant Decrease
LSGT,Significant Increase
LSI,Stable
LSKI,Significant Decrease
LSO,Moderate Increase
LSON,Significant Decrease
LSP,Slight Increase
LSPN,Significant Increase
LSR,Moderate Decrease
LSRM,Significant Decrease
LSS,Significant Decrease
LSSI,Significant Increase
LSST,Moderate Increase
LST,Moderate Decrease
LSTA,Moderate Decrease
LSTR,Moderate Decrease
LSTZA,Moderate Increase
LSVI,Significant Decrease
LSXMA,Stable
LT,Significant Increase
LTBG,Slight Decrease
LTBR,Moderate Increase
LTCH,Significant Decrease
LTCO,Slight Decrease
LTCW,Slight Decrease
LTD,Moderate Increase
LTE,Slight Decrease
LTEA,Significant Decrease
LTEC,Moderate Decrease
LTFD,Moderate Increase
LTG,Moderate Decrease
LTH,Moderate Increase
LTI,Moderate Decrease
LTIZ,Significant Decrease
LTL,Moderate Increase
LTLE,Stable
LTM,Slight Decrease
LTNX,Moderate Decrease
LTR,Slight Decrease
LTRE,Moderate Decrease
LTRN,Moderate Decrease
LTRPA,Stable
LTRX,Slight Decrease
LTRY,Significant Increase
LTS,Slight Decrease
LTSV,Significant Increase
LTTO,Slight Decrease
LTUS,Slight Decrease
LTV,Stable
LTWC,Moderate Increase
LTWO,Moderate Increase
LTXB,Stable
LTXC,Moderate Decrease
LTXX,Slight Increase
LTYX,Slight Decrease
LU,Slight Decrease
LUB,Moderate Decrease
LUBC,Slight Decrease
LUBE,Moderate Decrease
LUC,Slight Increase
LUCD,Slight Decrease
LUCK,Slight Increase
LUCY,Significant Increase
LUD,Slight Decrease
LUFK,Moderate Decrease
LUK,Slight Decrease
LUKN,Significant Decrease
LUKY,Significant Decrease
LULU,Moderate Increase
LUM,Slight Decrease
LUMI,Significant Decrease
LUMM,Stable
LUMN,Slight Decrease
LUMO,Significant Decrease
LUMT,Significant Decrease
LUMX,Moderate Increase
LUNA,Stable
LUND,Slight Decrease
LUNG,Moderate Decrease
LUNN,Moderate Decrease
LUNR,Moderate Increase
LUR,Significant Decrease
LUSA,Slight Decrease
LUSK,Slight Decrease
LUTH,Moderate Decrease
LUV,Slight Decrease
LUXT,Slight Decrease
LUXY,Moderate Decrease
LVB,Moderate Increase
LVC,Moderate Decrease
LVCI,Slight Decrease
LVDG,Moderate Increase
LVE,Significant Decrease
LVEN,Significant Decrease
LVLT,Slight Decrease
LVLU,Significant Decrease
LVNI,Slight Increase
LVNTB,Slight Decrease
LVO,Moderate Decrease
LVOX,Significant Increase
LVS,Moderate Increase
LVSB,Slight Decrease
LVT,Slight Decrease
LVWR,Significant Decrease
LVX,Moderate Decrease
LW,Moderate Increase
LWAY,Significant Increase
LWIN,Moderate Increase
LWIS,Stable
LWLG,Significant Increase
LWR,Significant Decrease
LWRY,Moderate Increase
LWSI,Moderate Increase
LWSN,Stable
LXBK,Slight Decrease
LXCL,Moderate Decrease
LXEI,Slight Decrease
LXK,Slight Decrease
LXMO,Stable
LXNT,Significant Decrease
LXR,Significant Decrease
LXRX,Moderate Decrease
LXU,Significant Decrease
LY,Moderate Increase
LYC,Significant Decrease
LYD,Slight Decrease
LYDL,Moderate Increase
LYEL,Slight Decrease
LYFT,Moderate Increase
LYND,Significant Decrease
LYNG,Slight Decrease
LYNX,Significant Decrease
LYO,Stable
LYON,Moderate Decrease
LYRA,Significant Increase
LYRC,Slight Decrease
LYTS,Moderate Increase
LYV,Slight Increase
LZ,Significant Increase
LZB,Slight Decrease
LZER,Significant Increase
LZR,Moderate Decrease
LZZRA,Significant Increase
M,Moderate Decrease
MA,Moderate Increase
MAAR,Moderate Increase
MAB,Slight Decrease
MABC,Slight Decrease
MABG,Slight Increase
MAC,Moderate Decrease
MACC,Slight Decrease
MACD,Slight Decrease
MACE,Moderate Decrease
MACG,Moderate Increase
MACK,Slight Increase
MACQ,Moderate Increase
MACR,Slight Increase
MADB,Stable
MADE,Significant Decrease
MAE,Significant Increase
MAF,Slight Increase
MAFB,Slight Decrease
MAG,Moderate Increase
MAGC,Significant Increase
MAGE,Slight Decrease
MAGI,Significant Increase
MAGM,Moderate Increase
MAGN,Significant Increase
MAGZ,Significant Decrease
MAH,Stable
MAHI,Significant Increase
MAI,Moderate Decrease
MAIA,Significant Decrease
MAIC,Slight Decrease
MAII,Moderate Decrease
MAIL,Significant Increase
MAIN,Stable
MAIR,Moderate Decrease
MAJR,Slight Increase
MAJV,Significant Decrease
MAJX,Moderate Decrease
MAK,Stable
MAKL,Slight Decrease
MAKO,Stable
MAL,Moderate Decrease
MALC,Moderate Decrease
MALI,Moderate Increase
MALL,Moderate Increase
MALN,Significant Decrease
MALR,Slight Increase
MALT,Stable
MALV,Moderate Decrease
MAM,Stable
MAME,Significant Increase
MAML,Moderate Increase
MAMO,Moderate Decrease
MAMP,Significant Increase
MAMR,Moderate Increase
MAMS,Slight Decrease
MAN,Moderate Decrease
MANA,Moderate Increase
MANC,Stable
MANH,Significant Increase
MANR,Slight Decrease
MANS,Moderate Decrease
MANT,Moderate Decrease
MANU,Moderate Increase
MAO,Moderate Decrease
MAOS,Moderate Increase
MAP,Stable
MAPC,Moderate Increase
MAPP,Significant Decrease
MAPS,Significant Increase
MAPX,Moderate Increase
MAQ,Moderate Increase
MAR,Moderate Increase
MARA,Moderate Decrease
MARC,Slight Decrease
MARG,Significant Increase
MARI,Slight Decrease
MARK,Significant Increase
MARL,Significant Decrease
MARN,Significant Decrease
MAROA,Significant Increase
MARQ,Slight Increase
MARQA,Moderate Increase
MARS,Moderate Increase
MARSA,Slight Decrease
MART,Significant Decrease
MARY,Significant Decrease
MAS,Slight Decrease
MASB,Slight Decrease
MASC,Moderate Decrease
MASI,Moderate Decrease
MASK,Moderate Decrease
MASS,Moderate Decrease
MAST,Moderate Decrease
MASX,Moderate Increase
MASY,Significant Decrease
MAT,Moderate Decrease
MATE,Slight Decrease
MATH,Stable
MATK,Moderate Increase
MATR,Moderate Increase
MATT,Moderate Decrease
MATV,Slight Decrease
MATW,Slight Increase
MATX,Significant Decrease
MAU,Moderate Decrease
MAUI,Moderate Increase
MAV,Moderate Decrease
MAVK,Slight Decrease
MAW,Moderate Decrease
MAX,Moderate Decrease
MAXC,Stable
MAXE,Moderate Decrease
MAXF,Slight Decrease
MAXI,Significant Decrease
MAXM,Slight Decrease
MAXN,Moderate Decrease
MAXR,Moderate Decrease
MAXS,Moderate Increase
MAXY,Significant Decrease
MAY,Slight Decrease
MAYF,Significant Increase
MAYP,Moderate Increase
MAYS,Slight Decrease
MAZL,Moderate Increase
MB,Slight Decrease
MBAN,Slight Increase
MBAS,Slight Decrease
MBAY,Significant Decrease
MBB,Stable
MBBC,Stable
MBC,Moderate Increase
MBCN,Stable
MBE,Moderate Increase
MBFA,Significant Increase
MBFI,Slight Decrease
MBG,Moderate Increase
MBH,Stable
MBHI,Slight Decrease
MBI,Stable
MBIA,Stable
MBII,Slight Decrease
MBIN,Slight Decrease
MBIO,Significant Decrease
MBJI,Slight Decrease
MBK,Slight Decrease
MBLE,Moderate Decrease
MBLF,Stable
MBLM,Moderate Decrease
MBLS,Significant Increase
MBLX,Significant Increase
MBLYA,Moderate Increase
MBMI,Slight Decrease
MBN,Stable
MBND,Slight Decrease
MBNK,Slight Increase
MBNY,Stable
MBOC,Slight Increase
MBOT,Significant Decrease
MBOX,Significant Decrease
MBP,Slight Decrease
MBR,Stable
MBRG,Stable
MBRK,Significant Decrease
MBRS,Moderate Decrease
MBRW,Significant Decrease
MBRX,Significant Decrease
MBS,Slight Decrease
MBSI,Stable
MBSX,Slight Decrease
MBTA,Moderate Decrease
MBTF,Slight Decrease
MBUU,Slight Decrease
MBVA,Slight Decrease
MBVT,Stable
MBVX,Significant Increase
MBWM,Stable
MBY,Stable
MC,Significant Decrease
MCA,Slight Decrease
MCAF,Significant Increase
MCAM,Significant Increase
MCAP,Moderate Increase
MCAWA,Stable
MCB,Stable
MCBC,Stable
MCBF,Stable
MCBI,Stable
MCBK,Stable
MCBN,Stable
MCBS,Slight Decrease
MCBX,Moderate Decrease
MCC,Significant Decrease
MCCA,Slight Decrease
MCCAB,Moderate Decrease
MCCC,Slight Decrease
MCCI,Significant Decrease
MCCL,Moderate Decrease
MCCO,Moderate Increase
MCCRK,Moderate Increase
MCCS,Slight Decrease
MCD,Moderate Increase
MCDE,Significant Decrease
MCDGA,Slight Decrease
MCDL,Moderate Increase
MCDT,Slight Decrease
MCDY,Significant Increase
MCEL,Moderate Increase
MCEN,Moderate Increase
MCF,Significant Increase
MCFE,Significant Increase
MCFR,Stable
MCFT,Significant Decrease
MCFV,Moderate Increase
MCG,Moderate Increase
MCH,Slight Decrease
MCHN,Slight Decrease
MCHP,Moderate Increase
MCHS,Significant Decrease
MCHT,Moderate Increase
MCHX,Significant Decrease
MCIC,Moderate Decrease
MCIP,Moderate Increase
MCK,Slight Decrease
MCKC,Moderate Increase
MCKS,Moderate Increase
MCL,Moderate Increase
MCLD,Slight Decrease
MCLL,Moderate Increase
MCLN,Moderate Decrease
MCLS,Moderate Decrease
MCMC,Significant Increase
MCMJ,Slight Decrease
MCMN,Stable
MCN,Moderate Increase
MCNS,Significant Increase
MCO,Stable
MCOM,Significant Decrease
MCON,Slight Decrease
MCOS,Moderate Increase
MCP,Slight Increase
MCQA,Stable
MCR,Significant Increase
MCRB,Significant Increase
MCRD,Slight Decrease
MCRE,Significant Decrease
MCRI,Slight Increase
MCRL,Stable
MCRN,Slight Decrease
MCRO,Significant Increase
MCRP,Slight Decrease
MCRS,Slight Increase
MCRY,Significant Decrease
MCS,Slight Increase
MCSC,Stable
MCSI,Slight Decrease
MCSS,Moderate Increase
MCSX,Moderate Increase
MCSY,Slight Decrease
MCT,Slight Decrease
MCTH,Stable
MCTI,Moderate Decrease
MCTL,Moderate Increase
MCTR,Moderate Increase
MCU,Significant Increase
MCVT,Significant Decrease
MCW,Slight Decrease
MCY,Moderate Increase
MD,Stable
MDA,Significant Increase
MDAL,Slight Decrease
MDAS,Stable
MDB,Moderate Increase
MDBK,Stable
MDBS,Stable
MDC,Significant Decrease
MDCC,Slight Decrease
MDCD,Significant Decrease
MDCH,Significant Increase
MDCI,Slight Decrease
MDCL,Significant Decrease
MDCM,Significant Decrease
MDCO,Moderate Increase
MDCR,Moderate Increase
MDD,Moderate Increase
MDDS,Slight Decrease
MDEA,Moderate Increase
MDEC,Significant Increase
MDEV,Moderate Decrease
MDEX,Significant Increase
MDF,Significant Decrease
MDGL,Significant Decrease
MDGN,Significant Increase
MDGP,Significant Decrease
MDI,Slight Increase
MDIA,Moderate Decrease
MDIN,Moderate Increase
MDIX,Significant Decrease
MDK,Slight Decrease
MDLA,Moderate Increase
MDLD,Moderate Decrease
MDLI,Significant Increase
MDLK,Slight Decrease
MDLN,Moderate Increase
MDLY,Significant Decrease
MDLZ,Slight Increase
MDM,Moderate Increase
MDMC,Significant Decrease
MDMD,Slight Decrease
MDMI,Significant Decrease
MDN,Slight Decrease
MDNT,Slight Decrease
MDNU,Significant Increase
MDO,Moderate Decrease
MDOW,Significant Increase
MDP,Moderate Increase
MDPA,Slight Decrease
MDPI,Significant Decrease
MDPK,Moderate Increase
MDRX,Slight Increase
MDRXA,Significant Increase
MDS,Slight Increase
MDSN,Slight Decrease
MDSO,Slight Decrease
MDST,Stable
MDT,Significant Decrease
MDTC,Moderate Decrease
MDTH,Moderate Decrease
MDTL,Moderate Decrease
MDTR,Slight Decrease
MDU,Slight Increase
MDVL,Moderate Increase
MDVN,Slight Decrease
MDVX,Significant Decrease
MDW,Significant Decrease
MDWV,Significant Decrease
MDWY,Significant Decrease
MDX,Moderate Increase
MDXG,Significant Increase
MDXR,Significant Decrease
MDYN,Moderate Decrease
ME,Moderate Decrease
MEA,Moderate Decrease
MEAD,Significant Decrease
MEAS,Slight Decrease
MEC,Slight Decrease
MECA,Stable
MECC,Moderate Increase
MECK,Significant Increase
MECN,Moderate Increase
MECO,Moderate Decrease
MECS,Significant Decrease
MED,Slight Decrease
MEDA,Moderate Decrease
MEDC,Significant Decrease
MEDD,Slight Decrease
MEDE,Significant Increase
MEDI,Moderate Increase
MEDIA,Significant Decrease
MEDM,Significant Decrease
MEDP,Moderate Increase
MEDQ,Moderate Increase
MEDR,Significant Decrease
MEDS,Significant Increase
MEDT,Slight Increase
MEDW,Slight Decrease
MEDX,Slight Decrease
MEDY,Significant Increase
MEE,Slight Decrease
MEET,Moderate Increase
MEG,Slight Decrease
MEGF,Significant Decrease
MEGO,Slight Decrease
MEGOA,Stable
MEGT,Significant Decrease
MEGX,Significant Decrease
MEGZ,Significant Decrease
MEH,Moderate Increase
MEI,Moderate Decrease
MEIL,Significant Increase
MEIP,Significant Increase
MEJ,Slight Decrease
MEK,Moderate Decrease
MEL,Stable
MELA,Significant Increase
MELI,Moderate Increase
MELR,Slight Decrease
MELT,Significant Increase
MEM,Moderate Decrease
MEMB,Significant Decrease
MEMH,Slight Increase
MEMO,Significant Decrease
MEMOA,Stable
MEMS,Moderate Decrease
MEMY,Significant Decrease
MEN,Significant Increase
MEND,Significant Increase
MENJ,Moderate Decrease
MENS,Moderate Increase
MENT,Slight Increase
MENU,Significant Decrease
MEO,Significant Decrease
MEQ,Slight Decrease
MER,Moderate Decrease
MERB,Slight Decrease
MERC,Significant Decrease
MERI,Stable
MERN,Moderate Increase
MERO,Slight Increase
MERQ,Moderate Increase
MERS,Significant Decrease
MERT,Moderate Increase
MERU,Significant Decrease
MERX,Moderate Decrease
MES,Stable
MESA,Slight Decrease
MESG,Significant Increase
MESL,Stable
MET,Slight Decrease
META,Moderate Increase
METB,Slight Decrease
METC,Slight Decrease
METF,Slight Decrease
METG,Moderate Increase
METH,Slight Increase
METHB,Significant Decrease
METK,Significant Decrease
METO,Moderate Increase
METR,Stable
METS,Significant Increase
METX,Significant Increase
METZ,Significant Decrease
MEXP,Significant Increase
MEYR,Moderate Increase
MF,Stable
MFAC,Moderate Decrease
MFB,Slight Decrease
MFBC,Slight Decrease
MFC,Slight Decrease
MFCB,Stable
MFCI,Slight Decrease
MFCO,Significant Decrease
MFCX,Stable
MFD,Significant Decrease
MFE,Slight Decrease
MFFC,Stable
MFGI,Slight Decrease
MFI,Stable
MFIN,Slight Decrease
MFLO,Stable
MFLR,Slight Decrease
MFLX,Significant Increase
MFNC,Slight Decrease
MFNX,Slight Decrease
MFO,Moderate Decrease
MFRD,Moderate Decrease
MFRI,Moderate Decrease
MFRM,Moderate Decrease
MFS,Slight Decrease
MFSF,Slight Decrease
MFSL,Stable
MFST,Moderate Increase
MFW,Slight Decrease
MFYI,Moderate Increase
MG,Slight Increase
MGA,Moderate Decrease
MGAM,Significant Increase
MGAN,Slight Decrease
MGAS,Moderate Decrease
MGC,Stable
MGCC,Significant Increase
MGCD,Slight Decrease
MGCO,Slight Decrease
MGCX,Moderate Decrease
MGD,Moderate Decrease
MGE,Stable
MGEE,Stable
MGEN,Significant Increase
MGFO,Moderate Increase
MGG,Slight Increase
MGI,Stable
MGIK,Significant Decrease
MGIN,Moderate Decrease
MGL,Slight Increase
MGLD,Significant Decrease
MGLL,Moderate Increase
MGLN,Slight Decrease
MGM,Slight Decrease
MGMA,Slight Decrease
MGMG,Moderate Increase
MGN,Significant Decrease
MGNB,Stable
MGNE,Stable
MGNI,Slight Decrease
MGNL,Slight Decrease
MGNX,Significant Increase
MGO,Moderate Decrease
MGP,Slight Decrease
MGPI,Slight Decrease
MGPR,Moderate Increase
MGR,Stable
MGRC,Slight Increase
MGRE,Moderate Increase
MGRM,Significant Decrease
MGRP,Moderate Decrease
MGRY,Moderate Decrease
MGS,Significant Increase
MGT,Significant Increase
MGTA,Moderate Decrease
MGU,Significant Increase
MGW,Slight Decrease
MGX,Significant Decrease
MGXI,Significant Increase
MGY,Significant Decrease
MGYR,Slight Decrease
MH,Slight Decrease
MHA,Significant Decrease
MHAM,Significant Decrease
MHC,Slight Decrease
MHCI,Significant Decrease
MHCO,Moderate Decrease
MHED,Significant Increase
MHFI,Slight Decrease
MHGC,Slight Decrease
MHH,Moderate Decrease
MHI,Stable
MHJ,Significant Decrease
MHK,Slight Decrease
MHMY,Moderate Increase
MHO,Slight Decrease
MHP,Slight Decrease
MHR,Significant Decrease
MHS,Slight Increase
MHT,Moderate Increase
MHU,Moderate Increase
MI,Stable
MIAM,Stable
MIC,Moderate Decrease
MICA,Moderate Decrease
MICC,Significant Increase
MICD,Stable
MICH,Slight Decrease
MICM,Significant Decrease
MICN,Moderate Decrease
MICR,Significant Increase
MICS,Significant Decrease
MICT,Significant Increase
MICU,Moderate Increase
MID,Significant Decrease
MIDC,Stable
MIDD,Stable
MIDEA,Moderate Increase
MIDI,Significant Decrease
MIDL,Stable
MIDS,Moderate Decrease
MIDX,Significant Decrease
MIEC,Moderate Decrease
MIFC,Slight Decrease
MIFI,Moderate Increase
MIG,Slight Increase
MIGI,Significant Decrease
MIGP,Stable
MIH,Slight Decrease
MIHO,Moderate Increase
MII,Significant Decrease
MIII,Slight Decrease
MIK,Moderate Decrease
MIKE,Slight Decrease
MIKL,Stable
MIKN,Moderate Increase
MIKR,Moderate Increase
MIL,Stable
MILA,Moderate Increase
MILAA,Moderate Increase
MILB,Moderate Decrease
MILI,Moderate Decrease
MILK,Stable
